member_index	sample_class	process_or_mode	dataset_split	candidate_rows	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_member_index	schema_stratum_assigned	representative_audit_status
217	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
218	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
219	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
220	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
221	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
222	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
223	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
224	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
225	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
226	background	qcd_hardqcd	train	2	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
227	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
228	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
229	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
230	background	qcd_hardqcd	train	2	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
231	background	qcd_hardqcd	train	6	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
232	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
233	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
234	background	qcd_hardqcd	train	8	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
235	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
236	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
237	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
238	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
239	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
240	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
241	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
242	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
243	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
244	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
245	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
246	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
247	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
248	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
249	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
250	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
251	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
252	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
253	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
254	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
255	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
256	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
257	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
258	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
259	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
260	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
261	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
262	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
263	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
264	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
265	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
266	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
267	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	235	True	pass
